Date, Open, High, Low, Close, Volume
5/6/2013,203.79,203.99,201.52,202.78,4827188
5/7/2013,202.81,203.73,201.65,203.63,3450976
5/8/2013,202.94,204.85,202.51,204.82,3602292
5/9/2013,204.69,205,202.72,203.24,3542923
5/10/2013,203.37,204.53,202.82,204.47,3279558
5/13/2013,204.18,204.47,202.22,202.47,3651831
5/14/2013,202.09,203.67,202.08,203.21,3701203
5/15/2013,202.25,203.6799,202.04,203.32,4030080
5/16/2013,204,206.59,204,204.69,4506972
5/17/2013,205.25,209.5,204.99,208.44,5704295
5/20/2013,208.02,209.15,207.42,207.6,3614453
5/21/2013,207.24,209.48,207,208.65,2982927
5/22/2013,208.5,210.15,206.121,206.99,5187131
5/23/2013,205.48,208.61,205.13,206.16,5180440
5/24/2013,204.69,206.43,204.42,205.72,3295737
5/28/2013,207.44,208.59,207.16,207.78,4011700
5/29/2013,206.22,208.42,206.04,207.92,3439413
5/30/2013,206.97,210.99,206.97,209.36,4400197
5/31/2013,208.59,211.98,208.02,208.02,4950406
6/3/2013,208.25,210.05,207.33,208.95,3323648
6/4/2013,208.6,209,205.08,206.19,3598659
6/5/2013,205.16,206.29,202.4,202.74,4215365
6/6/2013,203,204.2,201.47,203.8,3679532
6/7/2013,204.85,206.35,204.11,206.35,2953540
